590,168,191,404
588,170,191,400
586,171,191,397
585,173,191,396
583,175,192,396
581,176,192,395
579,181,192,386
578,190,192,372
576,191,198,380
574,194,197,372
572,198,197,363
571,201,197,355
569,202,196,348
567,203,196,342
565,202,196,344
564,202,199,338
562,202,202,332
560,202,198,325
557,202,196,317
555,201,194,309
555,201,194,309
546,198,196,306
537,195,198,304
534,195,202,298
524,196,208,293
521,194,207,289
520,192,206,289
518,191,206,289
516,189,206,289
517,188,205,289
518,186,204,287
519,184,203,284
520,182,202,283
521,182,201,283
522,182,201,283
523,182,201,282
524,181,200,283
525,180,200,283
526,179,200,284
527,178,200,284
521,179,207,271
522,180,206,269
523,181,205,268
524,181,204,266
525,182,204,265
526,183,203,263
528,184,202,262
529,185,201,260
530,186,200,259
531,187,200,257
532,187,199,256
533,188,198,254
534,189,197,253
536,190,196,251
537,191,196,249
535,189,199,251
533,188,202,253
532,188,203,253
532,188,204,253
531,188,205,253
532,189,200,252
534,190,194,251
535,191,195,250
536,191,195,250
537,191,195,250
539,191,195,249
540,191,195,249
541,191,195,248
543,191,195,248
544,191,195,248
545,191,195,247
547,193,195,245
550,195,194,244
552,197,193,242
554,200,193,241
556,202,192,239
558,204,191,237
560,206,190,236
562,209,190,234
565,211,189,232
567,213,188,231
568,213,188,230
570,213,188,229
572,213,187,228
573,214,187,227
575,214,187,226
577,214,187,225
578,214,186,224
580,214,186,223
582,214,186,222
583,214,186,221
585,214,185,220
586,215,183,218
586,215,180,216
587,216,177,214
587,217,175,213
588,217,172,211
586,219,173,210
584,222,175,209
582,224,176,208
580,226,177,207
578,228,178,206
578,230,175,205
578,232,172,204
578,234,170,203
578,237,170,200
578,239,171,198
579,241,171,196
579,240,171,196
579,239,171,196
579,239,171,196
580,238,170,195
579,236,175,194
578,234,180,192
579,234,178,191
580,235,177,190
580,236,176,189
581,236,175,188
584,238,176,187
587,240,177,187
590,242,178,186
593,244,178,186
596,245,179,185
599,247,182,184
602,249,186,184
605,251,189,183
608,253,192,182
611,255,195,182
614,256,198,181
617,258,202,181
620,260,205,180
617,264,210,179
615,267,215,179
612,271,220,178
609,274,225,178
606,278,230,177
603,282,235,176
600,285,240,176
597,289,245,175
595,292,250,171
592,296,255,168
587,292,264,175
585,291,267,171
582,292,267,167
576,293,275,162
569,295,282,158
572,291,277,163
561,288,286,160
550,284,296,175
538,285,305,167
527,289,314,170
516,285,323,178
511,282,326,188
506,279,329,197
492,267,342,215
477,254,354,233
463,241,366,250
449,229,378,258
445,229,389,263
424,229,381,225
403,229,373,194
382,230,365,181
353,230,352,176
322,230,347,180
327,230,337,181
302,230,331,178
278,231,326,176
262,231,315,172
257,235,304,168
242,244,293,160
241,249,292,157
250,253,267,150
247,258,260,148
258,262,246,144
269,267,231,141
277,270,224,139
285,274,217,136
298,279,206,132
310,284,195,127
322,289,184,123
335,294,173,119
