515,313,174,219
515,309,179,221
514,306,184,223
514,302,189,226
513,299,194,228
513,295,199,230
514,292,200,232
516,288,200,235
517,285,205,237
518,281,210,239
520,278,215,242
517,275,219,241
515,272,223,240
512,270,227,239
509,267,231,238
507,264,236,237
504,262,240,237
502,259,244,236
499,256,248,235
497,254,252,234
494,251,256,233
491,251,260,232
488,251,263,231
485,251,266,229
483,251,269,228
480,251,272,226
477,251,275,225
474,251,278,224
471,251,281,222
468,251,285,221
466,251,288,220
468,250,288,218
471,250,287,216
474,249,287,214
476,249,287,213
479,248,287,211
482,248,287,209
484,247,286,207
487,246,286,206
490,246,286,204
492,245,286,202
495,248,282,195
497,251,279,189
500,253,275,182
502,256,272,176
505,259,268,169
507,261,264,162
510,264,261,156
512,267,257,149
515,269,254,142
517,272,250,136
520,274,246,132
522,277,242,127
524,279,238,123
528,281,235,119
533,284,232,115
546,286,225,111
551,288,221,104
556,290,217,97
561,293,213,90
566,295,209,83
569,298,204,80
572,300,200,77
574,303,196,75
577,305,191,72
578,308,186,70
579,310,181,68
580,313,176,66
581,316,172,64
582,318,164,67
583,321,156,70
581,322,156,73
580,323,155,76
578,324,155,78
577,326,154,81
576,327,154,86
574,328,153,92
573,329,153,97
571,330,152,103
570,332,152,108
569,333,152,116
571,333,145,118
574,334,138,120
576,334,132,122
579,335,125,124
581,335,119,127
575,340,121,115
569,345,123,104
568,347,120,96
567,348,117,88
567,350,113,81
568,350,111,79
569,350,109,76
570,350,107,74
571,349,106,72
572,349,104,70
573,349,102,68
575,349,100,71
579,352,96,66
583,354,91,62
584,355,93,58
587,355,89,57
589,356,86,56
591,356,83,55
593,357,80,54
595,357,77,53
597,358,74,52
598,357,72,52
599,356,70,52
600,356,68,52
601,355,66,52
601,353,65,51
602,352,64,50
602,350,63,50
602,349,61,49
602,347,59,48
603,345,56,47
603,344,54,46
603,342,52,46
604,341,50,45
604,339,47,44
604,339,47,42
604,339,47,40
